region,day,Woolworths routes,Outsourced routes
4,28,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,28,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,28,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,28,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,28,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,28,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,28,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,28,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Hauraki Corner', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,28,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,28,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,28,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,29,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,29,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,29,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,29,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,29,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,29,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,29,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,29,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,29,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Manukau Mall', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,29,"['Distribution Centre Auckland', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,29,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Mangere East', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,29,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
4,29,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,29,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,29,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,29,"['Distribution Centre Auckland', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,29,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,29,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,29,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,29,"['Distribution Centre Auckland', 'Metro Albert Street', 'Distribution Centre Auckland']",
6,29,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Northcote', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,29,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,29,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Milford', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,29,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,29,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,30,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,30,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,30,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,30,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,30,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,30,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,30,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,30,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,30,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,30,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,30,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,30,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,30,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,30,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,30,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,30,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'FreshChoice Flat Bush', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,30,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
4,30,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,30,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,30,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,30,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,30,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,30,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,30,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,30,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,30,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,30,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,30,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,30,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,30,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,30,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,31,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,31,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,31,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,31,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,31,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,31,"['Distribution Centre Auckland', 'Woolworths Roselands', 'FreshChoice Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,31,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,31,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,31,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,31,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,31,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,31,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,31,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,31,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,31,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,31,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,31,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,31,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,31,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,31,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,31,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Distribution Centre Auckland']",
5,31,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,31,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,31,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,31,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,31,"['Distribution Centre Auckland', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,31,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,31,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,32,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,32,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,32,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,32,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,32,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Meadowlands', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,32,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,32,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,32,"['Distribution Centre Auckland', 'Woolworths Manukau', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,32,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,32,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,32,"['Distribution Centre Auckland', 'Woolworths Airport', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
4,32,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Distribution Centre Auckland']",
4,32,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Ranui', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,32,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,32,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,32,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,32,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,32,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
6,32,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,32,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,32,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Birkenhead', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,32,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,32,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
7,32,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,32,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Ponsonby', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,33,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,33,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,33,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,33,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,33,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,33,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,33,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,33,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,33,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,33,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,33,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
4,33,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
5,33,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,33,"['Distribution Centre Auckland', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,33,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,33,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,33,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,33,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,34,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,34,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,34,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,34,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,34,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,34,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,34,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,34,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,34,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,34,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,34,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,34,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,34,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,34,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,34,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,34,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,34,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,34,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,34,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,34,"['Distribution Centre Auckland', 'Metro Albert Street', 'Distribution Centre Auckland']",
6,34,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,34,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,34,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,34,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Birkenhead', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,34,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,34,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,35,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,35,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,35,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Newmarket', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,35,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,35,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
1,35,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,35,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,35,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,35,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,35,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,35,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,35,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
3,35,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,35,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,35,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
4,35,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
4,35,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,35,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,35,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,35,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,35,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,35,"['Distribution Centre Auckland', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,35,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,35,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
